NEW-Gene-ID,Zscore,Direction,P
LLGL2,4.233,+,0.00002303
ARMCX1,-4.232,-,0.00002316
MTE,4.232,+,0.00002318
DRAM1,4.232,+,0.0000232
ACSM3,-4.231,-,0.00002326
ARNT,4.231,+,0.00002327
RUVBL1,-4.229,-,0.00002349
TOPORS,-4.228,-,0.00002354
EIF4E,-4.226,-,0.00002375
CD2AP,-4.226,-,0.00002378
NDRG1,4.226,+,0.0000238
KCMF1,4.225,+,0.0000239
MED6,-4.224,-,0.00002403
MSRB1,4.223,+,0.00002414
ADAM8,4.222,+,0.00002419
CD300A,4.222,+,0.00002421
TSPY26P,-4.222,-,0.00002426
YWHAH,4.22,+,0.0000244
C3orf17,-4.22,-,0.0000244
MMS19,-4.22,-,0.00002447
FCGR3A,4.219,+,0.00002449
LRRC8D,-4.218,-,0.00002465
HTR3A,-4.218,-,0.00002465
RWDD2A,-4.215,-,0.000025
ACAP1,-4.215,-,0.00002503
TFF3,4.214,+,0.00002506
DUSP23,4.214,+,0.00002508
CMBL,4.21,+,0.00002552
PPP1R14A,-4.209,-,0.00002564
TAPT1,-4.209,-,0.00002567
BIN2,4.208,+,0.0000258
API5,-4.208,-,0.00002581
CXCL5,4.205,+,0.00002608
FXYD5,-4.205,-,0.0000261
ABCA3,4.205,+,0.00002615
ARPC5L,4.203,+,0.00002629
SLC10A3,4.203,+,0.00002629
HMGXB4,4.203,+,0.00002631
COMMD1,4.203,+,0.00002631
MGST2,4.203,+,0.00002637
LRP1,4.199,+,0.00002679
BRE,4.198,+,0.00002687
CALCOCO2,4.198,+,0.00002694
NPIPB4,-4.197,-,0.00002707
ARID3A,4.196,+,0.00002715
SLC1A5,4.195,+,0.00002731
DAPK1,4.195,+,0.00002731
RAD51C,-4.194,-,0.00002735
FBXO46,-4.194,-,0.0000274
LSS,4.191,+,0.00002778
RPP30,-4.19,-,0.00002793
TKTL1,4.19,+,0.00002794
EXD2,-4.188,-,0.00002817
C1QC,4.188,+,0.0000282
FAM199X,4.187,+,0.00002822
SETMAR,-4.187,-,0.00002823
HLA-F,4.183,+,0.00002878
DLX1,4.182,+,0.00002884
DOK3,4.182,+,0.00002887
BAZ1B,-4.182,-,0.00002889
LTN1,-4.181,-,0.00002902
TAX1BP3,4.181,+,0.00002902
NR1D2,-4.181,-,0.00002903
SLC38A2,-4.18,-,0.00002919
CORO2A,4.179,+,0.00002926
UBTD1,4.179,+,0.00002929
VNN2,4.178,+,0.00002935
CHRNE,4.178,+,0.00002943
JAKMIP2,4.178,+,0.00002945
MMACHC,-4.178,-,0.00002946
KCTD20,4.177,+,0.00002955
TRPA1,4.176,+,0.00002969
SRSF10,-4.176,-,0.00002972
HOXB7,4.175,+,0.00002984
NPAS2,-4.174,-,0.00002987
ANP32A-IT1,4.173,+,0.00003007
NAV3,4.172,+,0.00003019
HSD17B4,4.171,+,0.00003026
FARP2,4.171,+,0.00003031
IPO5,-4.17,-,0.00003043
ERMAP,4.168,+,0.00003071
CNPY3,4.168,+,0.00003077
MTX2,-4.167,-,0.0000309
ZMYND11,-4.166,-,0.00003102
EMD,-4.166,-,0.00003105
STX4,4.165,+,0.00003109
SLC7A8,-4.165,-,0.00003109
TCEAL1,-4.164,-,0.00003129
MGST1,4.162,+,0.00003155
ZNF106,4.162,+,0.00003157
SMCR7L,-4.161,-,0.0000317
HEATR1,-4.16,-,0.00003185
MAP4K3,-4.159,-,0.00003192
RAI1,-4.159,-,0.00003192
GMIP,4.159,+,0.00003197
TTC19,-4.159,-,0.00003202
RHPN2,-4.158,-,0.00003211
SUCLG2,-4.158,-,0.00003216
SNX27,4.157,+,0.00003228
ALG9,-4.156,-,0.00003237
REPIN1,-4.156,-,0.00003237
SYNJ2BP,-4.155,-,0.00003247
TBC1D10B,4.155,+,0.00003249
SPG7,-4.155,-,0.00003258
TMEM134,-4.154,-,0.00003265
PLBD2,4.154,+,0.00003272
LTF,4.153,+,0.00003281
ZNF776,-4.152,-,0.00003291
PHC1,-4.151,-,0.00003312
MBIP,-4.15,-,0.00003326
TGIF2,-4.149,-,0.00003345
OSTF1,4.148,+,0.00003359
C14orf80,4.145,+,0.00003392
CLASP1,4.145,+,0.00003395
ZNF585A,-4.145,-,0.00003398
PCNXL2,-4.145,-,0.00003402
CLN5,-4.144,-,0.00003409
AMIGO1,-4.144,-,0.00003411
TMTC2,4.139,+,0.00003484
TNXB,4.139,+,0.00003487
PATZ1,-4.139,-,0.00003489
LILRB3,4.138,+,0.00003496
CCDC25,-4.137,-,0.00003522
EFHC2,-4.135,-,0.00003549
AGPAT6,4.135,+,0.00003555
PARVB,4.134,+,0.00003567
RHBDD1,-4.134,-,0.00003568
TBC1D9B,4.134,+,0.00003569
SHISA5,4.134,+,0.00003569
NAA20,-4.134,-,0.00003571
INPP5F,4.133,+,0.00003577
FAM179B,-4.133,-,0.00003586
ARRDC4,4.13,+,0.00003629
PINX1,-4.13,-,0.00003634
IGF1R,-4.128,-,0.00003667
ATL1,4.127,+,0.0000367
FAM50A,4.125,+,0.00003704
SPINT1,4.125,+,0.00003712
MRPS25,-4.123,-,0.00003745
PTPN22,4.122,+,0.00003749
IL16,-4.12,-,0.00003795
MKRN3,-4.119,-,0.00003808
RING1,-4.116,-,0.00003856
FANCE,-4.116,-,0.00003859
GLS,-4.116,-,0.00003862
DHX30,-4.113,-,0.00003899
ESCO1,-4.113,-,0.00003901
FYB,-4.111,-,0.00003933
GAS2L1,4.11,+,0.00003953
POLR2H,-4.11,-,0.00003959
CALN1,4.11,+,0.00003959
EPS15,4.11,+,0.00003961
DDX52,-4.107,-,0.00004005
C7orf41,4.107,+,0.00004015
ZNF83,-4.106,-,0.00004032
CST3,4.105,+,0.00004045
NCF2,4.104,+,0.00004068
PPIG,-4.103,-,0.00004081
FBLN5,-4.102,-,0.00004088
RUNDC3A,4.102,+,0.00004095
TM2D2,-4.1,-,0.00004129
GZMK,-4.1,-,0.00004139
CYB5R4,4.099,+,0.00004144
ADC,-4.099,-,0.00004146
ELL,4.098,+,0.00004172
DUS3L,-4.096,-,0.00004197
HHLA3,-4.095,-,0.00004215
RPL14,-4.095,-,0.00004217
UBXN10,4.095,+,0.00004226
LYSMD4,-4.093,-,0.00004255
SMC3,-4.093,-,0.00004266
UNC45A,4.091,+,0.00004301
KATNAL1,4.087,+,0.00004366
RFX7,-4.086,-,0.00004381
AP1G1,4.086,+,0.00004396
CNOT2,-4.085,-,0.00004404
STX5,4.085,+,0.00004409
DCBLD2,-4.084,-,0.00004419
IGF2BP3,4.084,+,0.00004422
TNC,4.084,+,0.00004434
MAPKAPK5,-4.081,-,0.00004478
ZHX3,-4.081,-,0.00004492
IGF1R,-4.079,-,0.00004518
PSME2,4.077,+,0.00004562
NUP43,-4.077,-,0.00004568
USB1,4.077,+,0.0000457
MYADM,4.077,+,0.00004572
ADAMTS1,4.076,+,0.00004581
IVNS1ABP,4.075,+,0.00004598
MCMBP,4.075,+,0.000046
VPS18,4.075,+,0.00004611
COA5,-4.074,-,0.0000462
PLOD2,4.074,+,0.00004624
ZNF93,4.074,+,0.0000463
USP53,-4.074,-,0.0000463
YAE1D1,-4.073,-,0.00004639
SLAMF8,4.072,+,0.00004671
TMEM107,4.071,+,0.00004679
TLR6,4.07,+,0.00004707
AARSD1,-4.07,-,0.00004711
PLEKHB2,4.067,+,0.00004755
RANGAP1,-4.067,-,0.00004758
C16orf52,-4.067,-,0.00004759
TTF2,-4.066,-,0.00004787
TOM1L2,4.063,+,0.00004844
VAMP8,4.062,+,0.00004872
CYLD,-4.061,-,0.00004883
METTL16,-4.061,-,0.00004886
ASF1A,-4.061,-,0.00004888
ACAD8,4.06,+,0.00004907
FAN1,-4.06,-,0.00004907
TMC6,-4.06,-,0.00004909
C11orf74,-4.06,-,0.00004918
LANCL1,-4.058,-,0.00004943
NELFCD,-4.058,-,0.00004949
WDR82,-4.057,-,0.00004961
L3MBTL3,-4.057,-,0.00004966
XPNPEP1,4.056,+,0.00004991
FOXC1,4.056,+,0.00004992
AKIP1,4.055,+,0.0000502
STAG2,-4.055,-,0.00005023
WNT7A,-4.054,-,0.00005035
SAV1,-4.054,-,0.00005037
TDRKH,-4.054,-,0.0000504
HIPK2,4.053,+,0.00005062
PXN,4.052,+,0.00005087
CDC42SE1,4.051,+,0.00005092
UNC93B1,4.051,+,0.000051
TOMM40,-4.051,-,0.00005107
MICB,4.051,+,0.00005111
MAP2K5,-4.049,-,0.00005135
MFSD7,4.048,+,0.00005157
GCDH,-4.048,-,0.00005161
UCHL3,-4.048,-,0.0000517
CPNE1,-4.048,-,0.00005176
LEP,-4.047,-,0.00005189
COQ10A,-4.047,-,0.00005195
NLRX1,4.046,+,0.00005207
MPZL1,4.044,+,0.00005263
PHF10,-4.043,-,0.00005283
OSBP2,4.042,+,0.00005304
CHAMP1,-4.04,-,0.00005338
ELK4,-4.039,-,0.00005377
RAPGEF1,4.038,+,0.00005398
ABCC9,4.037,+,0.0000541
GOLT1B,-4.036,-,0.00005432
ARHGAP21,4.036,+,0.00005435
GAPT,4.036,+,0.00005436
LAMTOR2,4.036,+,0.00005443
CAMKK2,4.035,+,0.00005457
CENPF,-4.034,-,0.0000548
TRIM23,-4.033,-,0.00005498
PSMB2,4.032,+,0.00005527
SLBP,-4.031,-,0.00005559
PRPS2,-4.03,-,0.00005569
PROSER1,-4.03,-,0.00005581
PAN3,-4.029,-,0.00005608
CWC27,-4.023,-,0.00005748
AEBP2,-4.023,-,0.00005755
RNF20,-4.021,-,0.00005802
HSD3B7,4.021,+,0.00005806
AIP,-4.018,-,0.00005858
APOBEC3A,4.018,+,0.00005878
TMEM205,4.017,+,0.00005897
C9orf66,4.016,+,0.00005916
C3,4.016,+,0.00005927
TMEM18,-4.015,-,0.00005949
MADD,4.015,+,0.00005949
ACADSB,-4.015,-,0.00005952
HIP1R,-4.015,-,0.00005955
GIMAP4,-4.015,-,0.00005956
ALOX12,4.014,+,0.00005958
TLK2,-4.014,-,0.0000596
NUP133,-4.014,-,0.00005972
ZNF330,-4.013,-,0.00005986
CCDC86,-4.012,-,0.0000601
CLEC1B,4.012,+,0.00006018
ELMO2,4.012,+,0.00006019
PGM1,4.012,+,0.0000602
PSMB3,4.012,+,0.00006024
SLC36A4,4.012,+,0.00006028
RPAP3,-4.011,-,0.00006045
CYBRD1,4.011,+,0.00006046
XRN2,-4.009,-,0.00006103
CMTM1,4.009,+,0.00006107
WDR18,-4.008,-,0.00006132
GPATCH4,-4.007,-,0.00006144
RAB22A,-4.006,-,0.00006177
SPN,4.006,+,0.0000618
IL1RAP,4.005,+,0.00006189
NABP1,4.005,+,0.00006193
TAPBPL,4.003,+,0.0000625
MRPL39,-4.002,-,0.00006286
ARL6IP6,4.001,+,0.00006313
DNAJC1,4,+,0.00006321
OR52K1,4,+,0.00006332
DHX40,-3.998,-,0.00006384
SUCLA2,-3.998,-,0.00006398
ZNF700,-3.998,-,0.00006401
SLC25A36,-3.997,-,0.00006405
PAN2,-3.997,-,0.00006411
NASP,-3.997,-,0.00006427
CNIH,-3.996,-,0.00006435
ZNF17,-3.996,-,0.00006444
PTH1R,3.995,+,0.00006462
SUPT20H,-3.995,-,0.0000647
KHDRBS1,-3.995,-,0.00006472
DDB2,3.995,+,0.00006476
DHRS3,-3.994,-,0.00006494
RP5-1043L13.1,3.994,+,0.00006501
ZNF217,-3.994,-,0.00006502
USP9X,-3.993,-,0.00006525
ARHGEF11,3.993,+,0.00006525
TPMT,3.993,+,0.00006529
PDHX,-3.992,-,0.00006559
AHI1,-3.992,-,0.00006564
IFNAR1,-3.991,-,0.00006571
RNF38,-3.991,-,0.00006573
GCLM,3.991,+,0.00006573
FIG4,3.991,+,0.00006586
ANKRD37,3.989,+,0.00006644
DDX56,-3.989,-,0.00006645
MRPS17,-3.988,-,0.00006676
NSF,3.987,+,0.00006697
SEC24C,3.987,+,0.00006701
WDFY1,3.985,+,0.00006741
FAM49A,3.984,+,0.00006768
TUG1,-3.981,-,0.0000687
SDE2,-3.981,-,0.00006877
EEF1DP3,3.98,+,0.00006884
CD9,3.979,+,0.0000692
KDM2B,-3.979,-,0.00006927
FAU,-3.979,-,0.00006933
EPT1,-3.978,-,0.00006956
PLSCR3,-3.977,-,0.00006967
NLGN2,-3.977,-,0.00006991
LYRM5,-3.976,-,0.00007014
PCMT1,3.973,+,0.00007103
ZMAT5,3.971,+,0.00007159
GBP4,3.97,+,0.00007173
TMEM127,3.97,+,0.00007184
SLC25A24,3.97,+,0.00007193
PPIH,-3.968,-,0.0000724
ALOX15,3.968,+,0.00007246
SLC11A2,-3.967,-,0.00007285
CASP6,-3.965,-,0.00007325
RPL35A,-3.964,-,0.00007359
GPRASP2,-3.964,-,0.00007371
MRFAP1L1,-3.964,-,0.00007379
JMJD1C,-3.962,-,0.0000742
CCAR1,-3.962,-,0.00007442
PTK2,-3.96,-,0.00007494
CEP192,-3.958,-,0.00007545
RAB40B,-3.957,-,0.00007591
GAA,3.957,+,0.00007593
BLVRA,3.956,+,0.00007625
CCDC89,3.956,+,0.00007637
FNBP1,-3.955,-,0.00007656
FN3KRP,-3.955,-,0.00007669
CUX1,3.954,+,0.00007693
STRADB,3.953,+,0.00007709
SUGT1,-3.953,-,0.00007723
TRAPPC8,-3.952,-,0.00007744
CYB561D2,3.951,+,0.00007785
PHF17,-3.949,-,0.00007835
CAPRIN2,-3.949,-,0.00007844
PEX1,-3.948,-,0.00007868
SLC29A1,3.948,+,0.00007873
ZDHHC3,3.947,+,0.00007902
STARD5,-3.943,-,0.00008031
ABCB9,-3.942,-,0.00008075
LIAS,-3.942,-,0.00008093
CHMP2A,3.94,+,0.00008152
USP34,-3.939,-,0.00008173
POMC,-3.939,-,0.00008198
AP5M1,-3.938,-,0.00008201
TMCO3,3.938,+,0.00008231
MLH3,-3.937,-,0.00008255
PTPLA,3.937,+,0.00008257
KIAA0226,3.936,+,0.00008282
NADK,3.935,+,0.0000833
PCM1,-3.935,-,0.00008333
KLF9,-3.932,-,0.00008412
CTIF,3.932,+,0.00008418
DAAM1,-3.931,-,0.0000847
NUDCD3,-3.93,-,0.0000848
BCKDK,3.93,+,0.00008491
STX17,-3.93,-,0.00008501
PCK2,3.93,+,0.00008503
OXSR1,3.929,+,0.00008543
B3GALT4,3.928,+,0.0000855
RBBP7,-3.928,-,0.00008566
SIDT2,3.928,+,0.0000858
C10orf11,3.927,+,0.00008587
HES6,3.927,+,0.000086
ZXDB,-3.926,-,0.00008643
DIS3L,-3.925,-,0.00008689
SNRK,-3.924,-,0.0000871
IMMP2L,-3.924,-,0.00008713
EPSTI1,3.924,+,0.00008722
PTGDR2,3.924,+,0.00008723
CCDC101,-3.923,-,0.00008742
XPO1,-3.922,-,0.00008764
HMGCS1,-3.922,-,0.00008783
STAMBPL1,-3.921,-,0.00008822
IL11RA,-3.92,-,0.00008837
GSTP1,3.92,+,0.00008853
CDK5RAP1,-3.92,-,0.00008853
RETSAT,3.92,+,0.00008873
SLC35G1,-3.918,-,0.00008922
AP1AR,-3.918,-,0.00008923
GPBP1,-3.916,-,0.00008992
NUDCD2,-3.916,-,0.00009002
ECI2,-3.916,-,0.0000901
CXXC4,3.915,+,0.00009023
GOSR1,-3.915,-,0.00009031
ARF5,3.915,+,0.00009037
NOL7,-3.914,-,0.00009094
ATG3,3.913,+,0.00009097
RSU1,-3.913,-,0.00009134
COIL,-3.912,-,0.00009135
MGEA5,-3.912,-,0.0000915
SCML4,-3.912,-,0.00009169
RYK,-3.909,-,0.00009249
TRPV2,3.907,+,0.00009333
MTIF2,-3.907,-,0.00009344
KIAA1429,-3.905,-,0.00009426
EVI5,3.905,+,0.00009427
CD40,-3.904,-,0.00009442
EIF4E2,3.904,+,0.0000947
TBK1,3.903,+,0.00009495
MAT2A,-3.903,-,0.00009518
UTP6,-3.901,-,0.00009594
NFIB,3.9,+,0.00009608
UBASH3B,-3.9,-,0.00009622
NR2C2AP,-3.9,-,0.00009628
MOB3B,-3.899,-,0.00009643
AGGF1,-3.897,-,0.00009728
TMEM200A,3.895,+,0.00009811
ARRDC2,-3.895,-,0.00009816
TOM1,3.893,+,0.00009899
PFKFB3,3.892,+,0.00009944
VAT1,3.891,+,0.00009985
CD38,-3.891,-,0.00009994
KLHL14,-3.89,-,0.0001001
RNF219,-3.889,-,0.0001006
OLR1,3.889,+,0.0001008
COL8A2,3.888,+,0.000101
PIP5K1C,3.888,+,0.0001011
MRPS28,-3.887,-,0.0001015
TAF10,3.887,+,0.0001017
ADPRH,3.886,+,0.0001018
ACBD3,-3.886,-,0.0001018
CSGALNACT2,3.886,+,0.0001019
SFXN1,-3.885,-,0.0001021
XPNPEP2,3.885,+,0.0001025
KLF1,3.884,+,0.0001027
HENMT1,3.883,+,0.0001032
NPR2,-3.883,-,0.0001033
EFCAB4A,3.882,+,0.0001036
CTRC,3.881,+,0.0001039
UBE4B,3.881,+,0.0001042
PNISR,-3.881,-,0.0001042
HNRNPA2B1,-3.88,-,0.0001045
MARCH2,3.879,+,0.0001047
UBA2,-3.879,-,0.000105
NXNL2,3.876,+,0.0001062
DHX36,-3.875,-,0.0001067
ZNF644,-3.873,-,0.0001075
MED15,3.872,+,0.000108
P2RX2,3.872,+,0.000108
EFTUD1,-3.872,-,0.0001081
HLX,3.87,+,0.0001088
HERC4,-3.87,-,0.0001089
WDR13,3.869,+,0.0001094
ALX3,3.868,+,0.0001095
RBM10,-3.868,-,0.0001096
RPL23AP82,3.868,+,0.0001099
RNF130,3.866,+,0.0001106
CYB5D1,-3.865,-,0.0001109
SSR2,3.864,+,0.0001115
OAS3,3.864,+,0.0001117
RNF175,3.863,+,0.000112
MYBPC3,3.861,+,0.0001127
TRAPPC2,-3.859,-,0.0001137
NUDT16,3.858,+,0.0001142
DNAAF2,-3.857,-,0.0001147
MAPKAPK2,3.857,+,0.0001149
MCM2,-3.857,-,0.0001149
RANBP2,-3.856,-,0.0001153
PUM2,-3.856,-,0.0001154
ZNF789,-3.855,-,0.0001158
NEFH,-3.855,-,0.0001159
ACTL6A,-3.854,-,0.000116
TJP2,3.854,+,0.000116
ZNF112,-3.854,-,0.0001161
SLC43A3,3.854,+,0.0001163
KCNMB4,-3.853,-,0.0001166
TCP11L1,3.853,+,0.0001166
SFT2D1,3.853,+,0.0001167
LMO4,3.851,+,0.0001177
IER5,3.85,+,0.0001179
ADIPOR2,3.85,+,0.000118
RAD17,-3.849,-,0.0001186
ASPM,-3.849,-,0.0001188
HEG1,3.848,+,0.0001191
SSU72,-3.848,-,0.0001192
C2orf47,-3.847,-,0.0001196
TRNP1,3.846,+,0.0001198
SGSM3,-3.846,-,0.0001198
SWAP70,-3.846,-,0.0001201
ARL15,3.846,+,0.0001202
IFITM1,3.845,+,0.0001204
ANKDD1A,3.845,+,0.0001204
RPAP1,-3.845,-,0.0001207
GRAMD1A,-3.842,-,0.0001219
SLC30A1,3.841,+,0.0001224
SCO1,-3.841,-,0.0001226
ZNF491,-3.839,-,0.0001233
CDK5RAP2,-3.838,-,0.0001238
FKBP5,3.838,+,0.000124
RGMA,3.837,+,0.0001244
RPS6KA3,-3.835,-,0.0001253
ZCCHC6,3.835,+,0.0001254
RSPO2,3.835,+,0.0001256
STARD13,3.835,+,0.0001256
ANKH,-3.834,-,0.000126
WAC,-3.833,-,0.0001265
ARFGAP3,-3.833,-,0.0001267
ENSA,3.832,+,0.0001271
BCL2L2,3.832,+,0.0001272
TRPT1,-3.832,-,0.0001273
TRNT1,-3.831,-,0.0001274
POLD3,3.829,+,0.0001289
AP2S1,3.828,+,0.000129
CTC1,-3.828,-,0.0001291
MUM1,-3.827,-,0.0001295
ZWILCH,-3.827,-,0.0001295
FH,-3.827,-,0.0001298
TSEN54,3.826,+,0.0001301
WDR60,-3.822,-,0.0001323
IFFO1,3.822,+,0.0001323
MERTK,3.822,+,0.0001325
HDAC6,3.822,+,0.0001325
PLSCR1,3.822,+,0.0001326
METTL18,-3.819,-,0.0001338
AP3S1,3.818,+,0.0001343
TRAK1,3.818,+,0.0001345
BTN3A2,3.817,+,0.0001353
MAP3K8,3.816,+,0.0001356
RNF214,-3.816,-,0.0001357
IFITM4P,3.815,+,0.0001359
ZNF444,-3.815,-,0.0001362
DDA1,3.815,+,0.0001363
LAT2,3.815,+,0.0001364
ZNF443,-3.812,-,0.0001378
TNRC6B,-3.811,-,0.0001382
TLK1,-3.811,-,0.0001382
GPSM1,-3.811,-,0.0001384
AP4E1,-3.811,-,0.0001386
FERMT3,3.81,+,0.0001391
PIGH,-3.809,-,0.0001395
GMPPB,-3.809,-,0.0001398
KRR1,-3.805,-,0.0001417
NKAIN3,3.805,+,0.0001418
ZNF263,-3.805,-,0.0001418
RNF138,-3.804,-,0.0001423
RUNX1,3.803,+,0.0001429
FAM63A,3.802,+,0.0001433
ZNF202,-3.802,-,0.0001436
WBP11,-3.802,-,0.0001438
IBTK,-3.801,-,0.0001441
GTPBP10,-3.8,-,0.0001445
MIS18A,-3.799,-,0.0001454
TRPC4AP,3.797,+,0.0001462
KIAA0391,-3.797,-,0.0001463
GCM1,3.797,+,0.0001467
SEC24B,-3.796,-,0.0001472
CENPV,-3.793,-,0.0001486
NXF1,3.792,+,0.0001496
TMEM169,-3.79,-,0.0001504
ACN9,-3.79,-,0.0001508
NEDD9,3.79,+,0.0001509
PTPRO,3.79,+,0.0001509
TPM3,3.788,+,0.0001518
TRPC1,-3.788,-,0.0001518
SMIM5,3.788,+,0.000152
PARP4,3.787,+,0.0001527
GDAP2,3.786,+,0.0001529
TXLNG,-3.786,-,0.0001531
CD74,3.786,+,0.0001532
DNAJC21,-3.784,-,0.0001541
OPA1,-3.782,-,0.0001553
UBOX5,3.781,+,0.000156
RAB11FIP1,3.78,+,0.0001567
TAMM41,-3.78,-,0.0001569
NUDT21,-3.777,-,0.0001587
TOP2A,-3.777,-,0.0001588
RNF165,3.777,+,0.0001588
OGFR,3.777,+,0.000159
ACOT4,3.775,+,0.0001599
TRIP11,-3.774,-,0.0001607
DNTT,-3.773,-,0.0001615
RRN3,-3.772,-,0.0001616
C8orf33,-3.772,-,0.0001617
WFS1,-3.772,-,0.0001619
MED17,-3.772,-,0.0001623
LSM7,-3.771,-,0.0001625
WBP4,-3.771,-,0.0001626
NEMF,-3.769,-,0.0001637
C5orf20,-3.769,-,0.0001642
RPL9,-3.767,-,0.0001651
PTPN18,3.767,+,0.0001654
SIRT5,-3.766,-,0.0001659
DPP3,3.766,+,0.000166
PATL1,3.766,+,0.0001662
PLS1,-3.765,-,0.0001662
ARL11,3.765,+,0.0001664
ARRDC1,3.765,+,0.0001665
ATP6V1F,3.764,+,0.0001671
CTSK,3.764,+,0.0001674
XRCC6,-3.763,-,0.0001676
NTNG2,3.763,+,0.0001679
TMTC3,-3.762,-,0.0001686
BCR,3.762,+,0.0001686
RTKN2,-3.758,-,0.0001713
C19orf10,-3.753,-,0.000175
KLHL8,3.753,+,0.000175
CYP27A1,3.752,+,0.0001756
SMG1,-3.751,-,0.0001759
SIAH1,-3.751,-,0.000176
SCAND1,3.751,+,0.0001764
CCDC18,-3.75,-,0.0001765
SCAPER,-3.75,-,0.000177
BAG5,-3.75,-,0.0001771
SCD5,3.75,+,0.0001771
MIR22HG,3.748,+,0.0001781
DOCK11,-3.748,-,0.0001781
HERC1,-3.748,-,0.0001781
EARS2,-3.748,-,0.0001783
TMLHE,3.748,+,0.0001786
AHR,3.747,+,0.000179
ANKRD16,-3.747,-,0.0001792
TMEM255B,3.746,+,0.0001795
PATE2,3.744,+,0.000181
PGM5,3.743,+,0.0001819
DCP1A,-3.743,-,0.0001821
OPRL1,3.741,+,0.000183
ZFP36L2,-3.741,-,0.0001831
CAMK1,3.741,+,0.0001832
POTEM,3.74,+,0.0001842
NPHP4,3.739,+,0.0001848
MASTL,-3.738,-,0.0001854
RNF213,3.738,+,0.0001858
PNPT1,-3.737,-,0.0001865
KIAA0930,3.734,+,0.0001882
HPS4,-3.733,-,0.000189
ZBTB4,-3.73,-,0.0001913
IWS1,-3.73,-,0.0001918
CYSLTR1,3.729,+,0.0001921
MEIS2,3.729,+,0.0001921
CCNG1,-3.727,-,0.0001935
PTPRC,-3.726,-,0.0001946
C16orf80,-3.724,-,0.0001963
COQ3,-3.723,-,0.0001969
ZDHHC7,3.722,+,0.0001978
SLC2A1,3.722,+,0.0001979
PPM1B,-3.721,-,0.0001983
C16orf74,-3.721,-,0.0001985
TRIM37,-3.719,-,0.0001999
RMI2,-3.719,-,0.0002001
RPA1,-3.718,-,0.0002006
RPRD1A,-3.718,-,0.0002007
SIRT1,-3.717,-,0.0002016
EIF3A,-3.716,-,0.0002024
LARGE,-3.714,-,0.0002039
LRRC16B,3.712,+,0.0002052
DNTTIP1,3.712,+,0.0002059
MEGF10,3.71,+,0.0002075
KBTBD7,3.709,+,0.0002083
JAK2,3.708,+,0.0002088
MYBBP1A,-3.708,-,0.000209
PNO1,-3.708,-,0.0002091
KLHL5,-3.708,-,0.0002092
LILRB4,3.707,+,0.0002098
PIGU,-3.707,-,0.0002099
TNPO3,3.707,+,0.0002099
IGFBP1,3.706,+,0.0002103
TP53BP2,3.703,+,0.0002129
YARS2,-3.703,-,0.0002134
GCC2,-3.702,-,0.000214
ARHGAP30,3.701,+,0.0002151
ZNF280D,-3.7,-,0.0002153
RAB18,-3.7,-,0.0002155
CMTM5,3.7,+,0.0002156
MRRF,-3.7,-,0.0002158
MCOLN1,3.699,+,0.0002161
GNAI2,3.699,+,0.0002161
PNPLA2,3.699,+,0.0002164
TNIK,-3.699,-,0.0002166
DNAJC30,-3.699,-,0.0002166
HMGA1,-3.697,-,0.0002178
ZFP3,-3.697,-,0.0002178
FAM136A,-3.696,-,0.0002186
PVRL2,3.696,+,0.0002191
CLEC14A,3.695,+,0.0002195
KIF14,-3.695,-,0.0002197
MCL1,3.695,+,0.00022
C8G,3.694,+,0.0002209
CCSAP,3.693,+,0.0002218
TXNDC17,3.693,+,0.0002218
CRLS1,-3.692,-,0.0002229
LONRF3,3.691,+,0.000223
SLC44A1,3.691,+,0.0002232
DDR1,-3.691,-,0.0002233
CACHD1,-3.691,-,0.0002237
DEF8,3.691,+,0.0002237
TRAPPC5,3.69,+,0.0002242
DYNLRB2,3.69,+,0.0002245
MAPK6,-3.687,-,0.000227
NCF4,3.686,+,0.0002281
APOL1,3.685,+,0.0002287
PMPCB,-3.685,-,0.0002287
ACSBG1,3.684,+,0.0002296
SMIM8,-3.682,-,0.000231
SNX21,3.682,+,0.0002316
MUC1,3.682,+,0.0002318
FOSL2,3.682,+,0.0002318
NDUFA4,3.681,+,0.0002321
ANKRD11,-3.68,-,0.0002328
MED8,3.679,+,0.0002338
LIMK1,3.679,+,0.0002345
GGCT,-3.678,-,0.0002349
RRP8,-3.676,-,0.0002374
ZNHIT3,-3.675,-,0.000238
MKL1,3.674,+,0.0002392
GET4,3.672,+,0.0002411
PTPRM,3.669,+,0.0002432
TMEM216,3.668,+,0.000244
DDX28,-3.668,-,0.0002443
SAP18,-3.668,-,0.0002444
UBE2Q2,-3.668,-,0.0002448
SSPN,-3.668,-,0.0002449
ZNF383,-3.666,-,0.0002464
DBNL,3.666,+,0.0002466
FAR1,3.665,+,0.0002471
HIST3H2A,3.665,+,0.0002477
CCDC88B,3.664,+,0.0002481
FXYD2,-3.664,-,0.0002485
NUDC,-3.663,-,0.0002493
DNM3,3.663,+,0.0002497
DIEXF,-3.663,-,0.0002497
SMC4,-3.661,-,0.0002513
FBXO4,-3.66,-,0.0002522
LYN,3.66,+,0.0002524
DNAJC24,-3.659,-,0.0002533
POMT1,-3.657,-,0.0002547
S100A6,3.655,+,0.0002567
MEFV,3.655,+,0.0002568
USP1,-3.654,-,0.0002583
